titre,artiste,popularite,date_sortie,genre,sous_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duree_ms
Just Like You,Three Days Grace,57,2003-04-19,rock,hard rock,0.373,0.737,-5.282,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,186893
Lying from You,Linkin Park,58,2003-03-24,rock,hard rock,0.535,0.951,-3.324,0.18,0.00777,0.0,0.0669,0.723,160.102,175373
Megalomaniac,Incubus,55,2004-02-03,rock,hard rock,0.532,0.943,-4.549,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800
Your Disease,Saliva,0,2001-01-01,rock,hard rock,0.38,0.962,-2.946,0.084,1.02e-05,0.898,0.346,0.5,159.898,237493
Southtown,P.O.D.,51,1999,rock,hard rock,0.301,0.853,-7.296,0.0768,0.00272,0.659,0.331,0.285,79.249,247253
Pardon Me,Incubus,67,1999-10-26,rock,hard rock,0.579,0.812,-6.509,0.0693,0.00114,0.00333,0.115,0.278,152.002,223747
Stellar,Incubus,59,1999-10-26,rock,hard rock,0.582,0.765,-6.544,0.0376,0.00106,0.0506,0.344,0.528,128.164,200493
Stand Up,Trapt,43,2005-01-01,rock,hard rock,0.349,0.964,-4.527,0.0979,0.000525,3.7e-06,0.197,0.36,162.038,239933
Woman,Wolfmother,62,2006-01-01,rock,hard rock,0.219,0.952,-3.621,0.176,5.1e-05,0.0989,0.157,0.172,112.886,176307
The Pot,TOOL,67,2006-04-28,rock,hard rock,0.469,0.79,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45,381947
Schism,TOOL,68,2001-05-15,rock,hard rock,0.567,0.714,-8.512,0.0302,0.0012,0.42,0.186,0.191,107.438,403533
Parabola,TOOL,63,2001-05-15,rock,hard rock,0.314,0.93,-6.237,0.105,2.01e-05,0.501,0.139,0.294,100.935,363680
Silverskin,Sam Feldt,8,2017-11-24,latin,tropical,0.749,0.52,-8.604,0.0456,0.224,0.000503,0.0982,0.759,96.023,151219
Handful Of Gold - Hounded Remix,CAZZETTE,50,2017-07-21,latin,tropical,0.735,0.585,-9.673,0.0475,0.12,7.65e-05,0.073,0.13,120.008,250000
Messiah,Klingande,44,2019-10-18,latin,tropical,0.61,0.748,-6.856,0.0475,0.0736,0.0,0.112,0.624,100.007,184200
Never Alone,Felix Jaehn,67,2019-09-27,latin,tropical,0.675,0.827,-4.793,0.038,0.0559,2.46e-06,0.126,0.446,125.988,176594
Better Off Alone,Y.V.E. 48,56,2019-10-18,latin,tropical,0.721,0.508,-9.208,0.0809,0.0571,0.0116,0.109,0.181,111.955,173500
All or Nothing - Sultan + Shepard Remix,Lost Frequencies,28,2017-05-05,latin,tropical,0.733,0.864,-2.003,0.0385,0.382,0.117,0.266,0.387,125.895,215357
Are You Mine,Alex Schulz,54,2019-05-31,latin,tropical,0.613,0.694,-5.462,0.0314,0.104,2.7e-06,0.0571,0.589,125.989,209477
Electric Feel (Kygo Remix),Henry Green,57,2017-08-09,latin,tropical,0.709,0.369,-13.104,0.0488,0.238,0.168,0.0704,0.373,102.01,390649
Déjà Vu,Sam Feldt,7,2017-11-24,latin,tropical,0.748,0.475,-11.256,0.0279,0.13,6.09e-05,0.0755,0.408,119.994,176910
We Start Fires,Little Giants,47,2016-10-21,latin,tropical,0.676,0.903,-5.856,0.0534,0.0333,1.58e-06,0.281,0.349,119.98,228000
What I'd Give,LVNDSCAPE,57,2019-09-13,latin,tropical,0.745,0.669,-5.204,0.0316,0.00761,0.0,0.118,0.513,107.02,191321
Whatever You Like - Radio Edit,Dasco,50,2018-02-23,latin,tropical,0.674,0.805,-4.867,0.0401,0.0401,4.58e-05,0.3,0.537,109.998,165829
Save Tonight,Sam Feldt,7,2017-11-24,latin,tropical,0.632,0.776,-7.4,0.0288,0.101,2.71e-06,0.283,0.236,114.996,165645
Ha Leh Lou Ya,Robin Schulz,54,2017-09-29,latin,tropical,0.708,0.777,-6.232,0.113,0.0097,2.62e-05,0.113,0.298,120.017,217853
Illuminate,AINT,47,2019-07-26,latin,tropical,0.709,0.822,-3.517,0.065,0.0641,1.56e-05,0.112,0.355,121.984,140164
I'll Be Back,Sam Feldt,11,2017-11-24,latin,tropical,0.719,0.598,-7.327,0.0326,0.283,4.42e-06,0.133,0.503,120.085,157810
Skyline,Möwe,57,2017-05-19,latin,tropical,0.629,0.87,-3.352,0.0304,0.0325,1.71e-06,0.129,0.628,117.954,163948
44th and 8th,Sean Bradford,26,2017-01-13,latin,tropical,0.841,0.691,-5.304,0.0374,0.425,6.01e-05,0.105,0.262,120.042,224200
Love That We Need,Silience,46,2016-12-15,latin,tropical,0.579,0.776,-6.594,0.0478,0.0023,3.36e-06,0.255,0.565,123.95,177170
Blackbird,Sam Feldt,6,2017-11-24,latin,tropical,0.696,0.739,-6.616,0.0352,0.201,0.000726,0.113,0.169,117.973,179853
Midnight Sky,Sol Calor,56,2017-02-10,latin,tropical,0.669,0.623,-7.057,0.0413,0.101,0.0481,0.412,0.184,90.761,214097
Tired - Kygo Remix,Alan Walker,63,2017-07-14,latin,tropical,0.598,0.74,-7.391,0.0684,0.026,0.0,0.0895,0.342,123.945,240000
Breathin' (feat. Cara Hughes),Bortharm,44,2016-08-05,latin,tropical,0.709,0.725,-2.658,0.0422,0.0371,0.000168,0.0434,0.372,125.924,160000
Moment,Sander W.,47,2019-10-14,latin,tropical,0.818,0.734,-7.882,0.0613,0.0014,0.00177,0.0754,0.348,119.999,190133
Wishing Well,Sam Feldt,6,2017-11-24,latin,tropical,0.698,0.653,-6.365,0.0521,0.424,0.0,0.321,0.381,100.976,186610
Baby,Bakermat,64,2017-01-27,latin,tropical,0.708,0.922,-2.715,0.116,0.135,0.0513,0.225,0.637,125.961,160053
Boy Oh Boy,Möwe,47,2016-11-04,latin,tropical,0.697,0.785,-4.78,0.0276,0.00706,2.59e-05,0.378,0.414,122.028,177253
Himalaya,LVNDSCAPE,8,2016-09-02,latin,tropical,0.429,0.774,-8.846,0.0493,0.032,0.709,0.37,0.0671,119.975,263755
Rivers - Sam Feldt & De Hofnar Remix,Thomas Jack,48,2015-10-29,latin,tropical,0.732,0.63,-7.827,0.056,0.0544,0.000149,0.147,0.405,125.0,251548
Rebel Yell,Klingande,49,2018-06-01,latin,tropical,0.657,0.711,-4.909,0.155,0.18,0.0,0.138,0.311,121.983,210221
Better,Hot Shade,50,2017-05-05,latin,tropical,0.575,0.741,-2.904,0.0352,0.0826,0.0,0.0958,0.365,109.987,183171
Moments,Klangkarussell,40,2014-07-28,latin,tropical,0.775,0.599,-8.48,0.0469,0.175,0.031,0.0418,0.393,123.97,302163
Start A Riot - Thundatraxx Remix,BANNERS,6,2016-07-22,latin,tropical,0.642,0.77,-5.653,0.0299,0.015,2.86e-05,0.3,0.618,94.981,188773
Chasing After You,Sam Feldt,5,2017-11-24,latin,tropical,0.613,0.914,-5.511,0.0426,0.0055,0.000905,0.0869,0.36,124.974,164885
Never Gonna Give You Up,Mac Beez,50,2017-01-13,latin,tropical,0.765,0.751,-5.336,0.0286,0.333,0.64,0.08,0.862,105.953,212910
Above the Clouds,Robin Schulz,46,2017-09-29,latin,tropical,0.575,0.601,-8.986,0.0761,0.0206,0.0224,0.0708,0.204,122.012,210920
Wild Church,Kungs,48,2016-11-04,latin,tropical,0.507,0.738,-6.982,0.0559,0.0805,0.547,0.0724,0.355,123.935,234200
Be My Lover,Sam Feldt,5,2017-11-24,latin,tropical,0.748,0.742,-5.581,0.0284,0.0273,1.22e-06,0.206,0.754,119.966,180251
Don't Let Go,Viva La Panda,50,2019-10-23,latin,tropical,0.616,0.701,-6.852,0.029,0.445,0.00388,0.0844,0.299,119.94,157500
Too Good,A&G,45,2016-11-14,latin,tropical,0.728,0.66,-7.122,0.0687,0.227,5.82e-06,0.447,0.697,108.103,197784
Tonight and Every Night,Robin Schulz,48,2017-09-29,latin,tropical,0.77,0.641,-7.556,0.0852,0.283,0.000385,0.142,0.29,123.982,235360
Oxas,GAMPER & DADONI,59,2013-09-13,latin,tropical,0.756,0.591,-8.749,0.03,0.0276,0.391,0.0947,0.481,125.003,301175
High And Low,Sam Feldt,5,2017-11-24,latin,tropical,0.661,0.681,-5.375,0.0329,0.394,6.47e-06,0.081,0.386,114.978,159727
Grow Up,Bolier,54,2018-06-01,latin,tropical,0.823,0.7,-6.588,0.077,0.0733,6.3e-05,0.685,0.537,123.05,169837
Panamalu,Fabio Carry,44,2015-10-22,latin,tropical,0.705,0.55,-6.469,0.0355,0.115,0.0,0.149,0.449,114.992,217392
Heatwave (feat. Akon) - HUGEL Remix,Robin Schulz,45,2016-06-17,latin,tropical,0.8,0.764,-4.712,0.0368,0.0105,0.000468,0.0782,0.562,122.982,232195
Leave Me Alone,Sam Feldt,6,2017-11-24,latin,tropical,0.591,0.67,-5.105,0.0443,0.233,0.0,0.109,0.547,104.81,162081
Dizzy,Dimmi,55,2014-02-17,latin,tropical,0.811,0.51,-6.474,0.0424,0.0197,0.072,0.054,0.641,125.035,260160
Seduction,Boris Way,42,2016-12-20,latin,tropical,0.794,0.857,-5.463,0.0407,0.101,0.12,0.068,0.235,121.976,185039
Regulate - Le Boeuf Remix,Warren G,48,2016-12-09,latin,tropical,0.85,0.729,-4.088,0.0496,0.0702,0.0498,0.0542,0.731,111.99,218571
We Turn The World Around,Tanja La Croix,35,2016-08-03,latin,tropical,0.661,0.831,-4.964,0.0419,0.0411,0.00236,0.112,0.369,121.992,198688
Freak - Sam Feldt Remix Edit,R3HAB,35,2016-05-10,latin,tropical,0.636,0.77,-5.671,0.125,0.469,0.0,0.268,0.443,118.038,196389
Maaya,Achtabahn,46,2016-09-30,latin,tropical,0.829,0.765,-6.283,0.0414,0.632,0.76,0.0981,0.736,121.982,193222
Don't Say A Word,Sam Feldt,4,2017-11-24,latin,tropical,0.774,0.679,-5.843,0.0649,0.3,0.0,0.0444,0.641,100.005,168157
"Jennie (feat. R. City, Bori)",Felix Jaehn,67,2018-02-16,latin,tropical,0.799,0.798,-5.407,0.183,0.0856,0.0,0.0808,0.594,118.07,184231
Tripping Off,Kungs,50,2016-11-04,latin,tropical,0.717,0.614,-7.082,0.0328,0.13,0.000312,0.169,0.42,123.999,176347
Dancer (Kygo Remix),Didrik Thulin,54,2013-12-17,latin,tropical,0.733,0.555,-11.67,0.0401,0.0389,0.0254,0.609,0.839,119.999,394045
Sun Don't Shine,Klangkarussell,48,2014-07-28,latin,tropical,0.456,0.563,-8.627,0.0644,0.191,0.00109,0.0978,0.213,119.94,237695
Oh Baby,Seizo,46,2016-06-17,latin,tropical,0.696,0.798,-5.011,0.0345,0.0281,0.00119,0.118,0.388,124.023,159896
Fires (feat. Scarlett Quinn),Tim Arisu,41,2016-10-07,latin,tropical,0.75,0.532,-5.935,0.0486,0.00219,2.68e-05,0.121,0.294,125.002,203903
Fireproof - Embody Remix,Coleman Hell,44,2016-08-05,latin,tropical,0.704,0.819,-4.241,0.227,0.0132,0.000334,0.11,0.644,119.006,184133
Own the Night,Tropixx,41,2016-10-13,latin,tropical,0.609,0.696,-7.811,0.038,0.337,0.000416,0.0871,0.185,104.994,210429
The Sweetest Sin,RÆVE,48,2015-04-26,latin,tropical,0.686,0.799,-4.816,0.0284,0.203,0.0534,0.126,0.159,124.002,336774
Stuck On You,On June,5,2016-07-15,latin,tropical,0.729,0.515,-6.003,0.0351,0.494,1.66e-05,0.0905,0.398,120.994,212231
If You're Hearing This,Hook N Sling,55,2017-06-30,latin,tropical,0.71,0.563,-8.004,0.0403,0.125,0.0,0.196,0.427,101.931,173925
Call Me Over,Dusky Grey,43,2017-06-30,latin,tropical,0.834,0.65,-4.705,0.0381,0.169,0.0,0.0308,0.509,105.023,211724
World Can Wait,Sam Feldt,4,2017-11-24,latin,tropical,0.734,0.584,-7.539,0.106,0.155,1.29e-05,0.121,0.258,104.979,175621
The Sun - Klingande Remix Radio Edit,Parov Stelar,56,2015,latin,tropical,0.612,0.761,-6.783,0.307,0.0935,0.355,0.146,0.46,124.928,210376
Looking For Love,Nick Martin,3,2016-05-27,latin,tropical,0.621,0.893,-4.146,0.0431,0.0105,0.000115,0.0994,0.459,105.005,214270
Forever And A Day - LVNDSCAPE Remix,Bolier,3,2015-10-16,latin,tropical,0.678,0.874,-6.768,0.0346,0.0283,0.0577,0.104,0.477,118.429,235036
Home (feat. Nico Santos) - Marcapasos Radio Remix,Topic,46,2016-04-22,latin,tropical,0.75,0.731,-6.289,0.0329,0.0493,2.55e-06,0.0718,0.391,123.012,214032
On My Side,Hounded,5,2017-05-05,latin,tropical,0.668,0.612,-6.664,0.0598,0.501,0.000111,0.116,0.492,115.006,184152
Safe and Sound - Radio Edit,NLSN,4,2016-09-09,latin,tropical,0.793,0.722,-3.928,0.0383,0.000601,0.00287,0.0914,0.644,120.012,181000
Old Man,Andrelli,48,2017-04-07,latin,tropical,0.603,0.67,-7.844,0.0369,0.401,8.15e-06,0.0822,0.385,95.019,220500
Running Out - Samuraii Remix,Matoma,36,2016-05-13,latin,tropical,0.522,0.306,-13.566,0.338,0.337,0.0797,0.161,0.223,185.828,174839
Montrose Ave,Y.V.E. 48,50,2016-02-16,latin,tropical,0.692,0.585,-6.456,0.0308,0.00116,0.895,0.161,0.667,121.999,173320
Journey - Radio Mix,BUNT.,48,2014-09-26,latin,tropical,0.502,0.437,-17.997,0.0482,0.318,0.106,0.0916,0.407,123.913,236129
Little Do You Know,Campsite Dream,55,2017-05-05,latin,tropical,0.698,0.757,-5.82,0.0447,0.0831,0.0,0.195,0.349,95.031,168681
Almost Mine - Radio Edit,Wankelmut,47,2017-04-21,latin,tropical,0.708,0.8,-5.072,0.0427,0.0513,1.02e-05,0.317,0.484,122.062,200467
Fade Away,Sam Feldt,3,2017-11-24,latin,tropical,0.69,0.713,-3.246,0.0329,0.0314,0.0,0.337,0.388,105.06,170857
Set The World (On Fire),Flatdisk,41,2016-08-22,latin,tropical,0.713,0.722,-7.113,0.0611,0.175,1.14e-05,0.131,0.482,123.99,179069
From Me To You - Edit,Yolanda Be Cool,5,2016-03-09,latin,tropical,0.633,0.956,-2.26,0.0358,0.108,0.0402,0.0853,0.596,123.971,213086
When It's Over,Sebastien,39,2016-12-09,latin,tropical,0.657,0.882,-5.202,0.126,0.152,0.0,0.241,0.286,119.917,186055
Parecen Viernes,Marc Anthony,71,2019-05-10,latin,tropical,0.658,0.863,-3.575,0.0352,0.287,1.53e-05,0.16,0.967,96.499,268440
Tu Cariñito,Puerto Rican Power,64,2008-11-11,latin,tropical,0.691,0.873,-8.758,0.0382,0.33,1.63e-06,0.0362,0.916,93.685,251253
La Mejor Versión de Mi - Remix,Natti Natasha,80,2019-10-04,latin,tropical,0.735,0.712,-5.119,0.0326,0.732,0.0,0.302,0.894,131.938,229333
Amor A Primera Vista,Los Angeles Azules,63,2019-06-14,latin,tropical,0.675,0.821,-6.017,0.0668,0.223,5.11e-05,0.149,0.96,170.163,221347
Yo No Sé Mañana,Luis Enrique,74,2009-05-19,latin,tropical,0.653,0.827,-3.206,0.042,0.649,0.0,0.18,0.733,95.223,259853
Tu Vida en la Mía,Marc Anthony,10,2019-02-21,latin,tropical,0.68,0.864,-3.16,0.0339,0.37,0.000309,0.373,0.851,93.528,373200
Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,62,2008-07-21,latin,tropical,0.777,0.72,-6.162,0.0803,0.778,0.0,0.069,0.96,163.905,266787
Talento De Televisión,Willie Colón,69,2010-06-07,latin,tropical,0.779,0.796,-6.675,0.0434,0.701,3.99e-05,0.0636,0.938,104.947,279320
Nunca Es Suficiente,Los Angeles Azules,76,2018-06-08,latin,tropical,0.796,0.499,-6.166,0.0404,0.392,0.0,0.0867,0.798,93.99,266016
Kitipun,Juan Luis Guerra 4.40,60,2019-04-05,latin,tropical,0.857,0.676,-5.973,0.0316,0.405,0.0,0.0951,0.747,132.011,216947
Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,69,2004-07-27,latin,tropical,0.691,0.658,-6.496,0.0359,0.398,4.58e-05,0.112,0.617,97.68,300160
Me Tengo Que Ir,Adolescent's Orquesta,7,2010-03-05,latin,tropical,0.464,0.799,-3.275,0.0375,0.356,0.0,0.286,0.856,96.839,283129
Que Locura Enamorarme De Ti,Eddie Santiago,7,2006-01-01,latin,tropical,0.776,0.822,-5.663,0.0416,0.698,0.0,0.103,0.953,93.559,309573
Inmortal,Aventura,73,2019-04-05,latin,tropical,0.77,0.775,-4.65,0.0349,0.178,0.0,0.0651,0.848,124.015,256440
Vivir Bailando,Silvestre Dangond,67,2019-01-25,latin,tropical,0.846,0.848,-4.752,0.121,0.104,0.0,0.0837,0.553,91.971,214413
Lo Que Te Di,Marc Anthony,64,2019-05-10,latin,tropical,0.714,0.891,-4.223,0.0344,0.608,6.71e-06,0.288,0.652,97.073,241760
Fabricando Fantasías - Salsa Version,Tito Nieves,52,2010-01-01,latin,tropical,0.714,0.855,-3.523,0.0413,0.26,0.0,0.0936,0.931,91.291,274653
Qué Hay de Malo,Jerry Rivera,65,1990,latin,tropical,0.733,0.603,-8.673,0.044,0.592,0.0,0.0556,0.817,91.941,298347
Oye Mujer,Raymix,66,2018-04-24,latin,tropical,0.826,0.642,-5.186,0.0619,0.0534,1.18e-06,0.121,0.9,90.991,252947
El Gran Varon,Willie Colón,8,2009,latin,tropical,0.645,0.665,-5.519,0.0384,0.581,0.0,0.0391,0.369,94.115,414707
Adicto (feat. Marc Anthony),Prince Royce,70,2018-11-16,latin,tropical,0.735,0.762,-5.547,0.04,0.318,0.0,0.371,0.7,116.027,209192
Hasta Viejitos (feat. Carlos Vives),Alejandro Gonzalez,59,2019-09-06,latin,tropical,0.664,0.849,-5.996,0.0416,0.015,0.0,0.0559,0.723,81.94,199996
Si Tú No Estás,Gente De Zona,58,2018-10-26,latin,tropical,0.759,0.906,-6.085,0.0513,0.0405,2.74e-06,0.206,0.575,92.99,220440
"La Plata (Los Ángeles Azules Remix) (Feat. Los Ángeles Azules, Lalo Ebratt)",Juanes,51,2019-04-09,latin,tropical,0.719,0.665,-5.409,0.0492,0.0727,0.0,0.33,0.906,84.001,219107
Cosas Bonitas,Grupo Niche,54,2019-06-07,latin,tropical,0.757,0.759,-5.928,0.0385,0.486,4.1e-06,0.305,0.727,96.052,260632
Qué Precio Tiene el Cielo - Salsa Version,Marc Anthony,67,2006-06-30,latin,tropical,0.42,0.843,-4.692,0.0647,0.248,0.0,0.078,0.539,173.91,302947
Hoja En Blanco,Monchy & Alexandra,65,2007-02-05,latin,tropical,0.932,0.772,-3.599,0.0369,0.225,3.24e-06,0.176,0.863,135.063,307200
Loma de Cayenas,Vicente Garcia,51,2019-05-24,latin,tropical,0.839,0.899,-5.25,0.127,0.342,0.0,0.0969,0.964,129.955,227907
La Demanda,Romeo Santos,65,2019-04-05,latin,tropical,0.865,0.712,-4.519,0.0397,0.102,1.22e-06,0.311,0.951,122.021,234480
Morir Solo,Prince Royce,67,2019-08-30,latin,tropical,0.78,0.779,-3.369,0.0318,0.246,0.0,0.298,0.903,119.982,242343
La rebelion,Joe Arroyo,68,2007-05-12,latin,tropical,0.571,0.755,-7.907,0.0735,0.142,2.55e-05,0.136,0.875,107.951,376013
Cántalo,Ricky Martin,72,2019-11-12,latin,tropical,0.708,0.795,-4.71,0.116,0.0339,0.0,0.362,0.731,95.039,218996
Corazón Enamorado,Juan Luis Guerra 4.40,49,2019-04-26,latin,tropical,0.879,0.488,-4.758,0.0364,0.763,3.94e-06,0.141,0.888,125.04,189520
Canalla,Romeo Santos,68,2019-04-05,latin,tropical,0.878,0.875,-1.457,0.0453,0.148,0.0,0.145,0.902,130.027,225387
"Oiga, Mire, Vea",Guayacán Orquesta,64,1990-01-01,latin,tropical,0.634,0.779,-5.909,0.0478,0.44,0.0,0.05,0.854,179.963,325642
No Te Contaron Mal,You Salsa,62,2019-01-28,latin,tropical,0.64,0.822,-5.312,0.036,0.0211,0.0612,0.147,0.562,169.928,278824
Vallenato Apretao,Silvestre Dangond,60,2019-10-25,latin,tropical,0.789,0.787,-3.931,0.0838,0.0951,0.0,0.187,0.575,90.038,158120
Mil Horas,La Sonora Dinamita,4,2006-04-28,latin,tropical,0.741,0.743,-7.22,0.039,0.103,0.000685,0.0634,0.842,101.647,225333
Mis Sentimientos,Los Angeles Azules,59,2015-10-16,latin,tropical,0.749,0.7,-4.717,0.0314,0.223,0.000218,0.0716,0.836,92.991,216987
El Malo,Aventura,71,2009-06-09,latin,tropical,0.812,0.506,-10.729,0.0533,0.143,0.0,0.132,0.701,125.941,238720
Payasos,Romeo Santos,66,2019-04-05,latin,tropical,0.855,0.698,-4.511,0.0447,0.245,0.0,0.347,0.906,124.057,203427
Eres Mi Sueño,Septeto Acarey,63,2017-02-13,latin,tropical,0.626,0.801,-5.144,0.0342,0.261,2.46e-05,0.203,0.903,169.956,300773
Te Quiero a Morir,Ralphy Dreamz,45,2018-07-30,latin,tropical,0.814,0.674,-5.659,0.0379,0.696,0.117,0.101,0.903,125.002,204565
Dos Locos,Monchy & Alexandra,62,2006-11-14,latin,tropical,0.918,0.664,-4.767,0.0502,0.0878,0.00026,0.0729,0.827,129.998,246747
Lloraras,Oscar D'León,64,1996-02-28,latin,tropical,0.708,0.709,-7.555,0.0472,0.582,0.000516,0.0717,0.962,96.046,221008
Yo También,Romeo Santos,69,2014-02-25,latin,tropical,0.645,0.786,-4.248,0.0566,0.396,0.0,0.111,0.738,91.459,306453
Frágil,Reynier Perez,55,2018-04-09,latin,tropical,0.702,0.886,-3.443,0.0336,0.345,3.22e-06,0.0659,0.899,166.039,276581
Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,69,1997-01-01,latin,tropical,0.68,0.423,-11.112,0.136,0.0343,0.0,0.0925,0.822,169.184,237960
El Mentiroso,Gente De Zona,5,2019-03-08,latin,tropical,0.783,0.84,-4.704,0.0419,0.0988,0.0,0.0862,0.935,96.983,183613
Añoranza,Luis Enrique,39,2019-05-24,latin,tropical,0.745,0.538,-8.922,0.136,0.385,0.0,0.0796,0.927,145.662,291533
Sobredosis (feat. Ozuna),Romeo Santos,72,2017-07-21,latin,tropical,0.759,0.639,-8.085,0.0511,0.207,0.0,0.23,0.682,128.01,198332
Cariñito,Lila Downs,2,2019-04-05,latin,tropical,0.771,0.638,-6.346,0.0378,0.129,0.0579,0.236,0.653,98.0,219733
Carmesí,Vicente Garcia,64,2016-08-26,latin,tropical,0.809,0.508,-9.182,0.0328,0.654,0.000224,0.105,0.732,121.968,181467
Sin Tu Amor,Mr. Don,43,2019-02-08,latin,tropical,0.723,0.657,-7.375,0.0338,0.123,0.0492,0.277,0.871,129.947,215500
Soltero,Grupo Niche,44,2019-09-20,latin,tropical,0.806,0.833,-4.397,0.0538,0.414,0.0,0.331,0.918,96.717,260432
Con los Ojos Cerrados,Milly Quezada,43,2019-05-24,latin,tropical,0.719,0.875,-4.261,0.0381,0.141,0.0,0.188,0.921,141.977,220893
Tú Con Él,Frankie Ruiz,47,2017-11-24,latin,tropical,0.783,0.687,-7.567,0.0446,0.517,0.0037,0.26,0.96,94.693,303880
La Película II,Yan Collazo,39,2019-10-04,latin,tropical,0.709,0.802,-4.269,0.0853,0.651,3.14e-06,0.0507,0.857,177.066,257484
Vamos a Escapar - Salsa Version,Alvaro Rod,55,2019-02-08,latin,tropical,0.728,0.793,-5.997,0.0429,0.385,1.09e-06,0.3,0.64,99.972,274650
Adiós Amor,Daniela Darcourt,62,2018-10-01,latin,tropical,0.677,0.771,-6.204,0.034,0.205,2.71e-06,0.0912,0.304,92.514,268214
Tan Buena,Gente De Zona,64,2019-05-24,latin,tropical,0.833,0.831,-3.799,0.0733,0.0436,0.000346,0.214,0.847,96.024,225107
Besos de Amor,Guayacán Orquesta,38,2019-08-09,latin,tropical,0.722,0.793,-6.161,0.063,0.368,1.66e-06,0.038,0.922,172.927,272722
Lo Que Yo Quiero,Maía,43,2019-11-15,latin,tropical,0.694,0.83,-5.222,0.0369,0.37,9.71e-06,0.194,0.808,93.377,244053
Como Se Perdona,You Salsa,59,2018-11-09,latin,tropical,0.582,0.826,-5.5,0.0565,0.371,0.00312,0.0991,0.571,175.874,304569
Mala,Mr. Don,51,2018-02-09,latin,tropical,0.718,0.823,-5.594,0.0353,0.246,0.000103,0.0952,0.882,129.996,203598
La Dueña del Swing,Los Hermanos Rosario,9,2009-12-01,latin,tropical,0.746,0.915,-6.626,0.0675,0.505,4.02e-05,0.161,0.812,154.985,259013
Como la Manigua,Yuri Buenaventura,38,2018-11-30,latin,tropical,0.648,0.452,-8.653,0.0476,0.688,9.16e-06,0.328,0.507,87.593,289033
Enamórate Bailando,Septeto Acarey,38,2019-02-08,latin,tropical,0.667,0.941,-3.243,0.0414,0.63,0.0002,0.325,0.747,173.875,267333
Donde Estabas Anoche,Aymee Nuviola,44,2019-01-25,latin,tropical,0.75,0.879,-3.606,0.0412,0.503,6.35e-05,0.104,0.898,105.012,238712
Ahí Ahí,Vicente Garcia,54,2019-05-24,latin,tropical,0.803,0.557,-8.174,0.0798,0.58,0.000322,0.0891,0.36,129.919,210920
Tu Eres Ajena,Frank Reyes,61,2006,latin,tropical,0.919,0.579,-7.338,0.059,0.226,0.000288,0.0776,0.941,130.205,239667
Culpable - Remix / Versión Salsa,Tutto Duran,49,2019-08-15,latin,tropical,0.673,0.871,-3.316,0.044,0.426,0.0,0.171,0.948,95.994,197167
Propuesta Indecente,Romeo Santos,76,2014-02-25,latin,tropical,0.757,0.632,-6.83,0.0549,0.499,0.0,0.0723,0.742,122.936,235133
Amantes - Versión Salsa,Greeicy,51,2017-12-24,latin,tropical,0.769,0.714,-7.26,0.0366,0.272,0.0,0.08,0.792,96.992,244088
En Barranquilla Me Quedo,Joe Arroyo,58,2015-07-01,latin,tropical,0.642,0.7,-9.213,0.0552,0.172,0.000232,0.0895,0.784,103.899,312480
Noches de Fantasía - Salsa Mix,Roberto Antonio,33,2019-10-25,latin,tropical,0.692,0.83,-4.34,0.032,0.347,1.92e-06,0.111,0.961,112.027,241113
Ella Me Besó,Elvis Crespo,53,2018-11-29,latin,tropical,0.749,0.923,-3.056,0.209,0.0486,5.2e-05,0.0728,0.934,119.965,184372
Amor De Una Noche (feat. Julio Voltio) - Remix Version,N'Klabe,52,2005-10-18,latin,tropical,0.703,0.752,-5.441,0.09,0.535,0.0,0.126,0.679,93.089,267347
Cada Dia Que Pasa,Guayacán Orquesta,55,1990-01-01,latin,tropical,0.705,0.809,-5.779,0.0377,0.139,1.27e-06,0.123,0.567,89.966,297509
Soñé Contigo,Anddy Caicedo,45,2019-06-14,latin,tropical,0.795,0.86,-5.783,0.0469,0.298,2.02e-05,0.336,0.819,102.04,174976
El Afortunado,Septeto Acarey,43,2019-05-17,latin,tropical,0.628,0.81,-3.671,0.0665,0.666,2.55e-06,0.0598,0.874,189.715,265821
Cachondea,Fruko Y Sus Tesos,49,2015-07-01,latin,tropical,0.815,0.885,-8.481,0.0499,0.175,0.00113,0.24,0.906,113.822,297387
Mentirosa,Rafaga,62,1998-01-01,latin,tropical,0.635,0.823,-4.54,0.102,0.0833,0.000377,0.157,0.821,200.943,195467
Un Beso de Su Boca,Maía,44,2018-05-25,latin,tropical,0.732,0.722,-5.757,0.0315,0.358,0.0,0.106,0.756,142.964,257010
